query_number,qtid,id,text,retweet_count,reply_count,like_count,quote_count,impression_count,user,reply_to_user_id,referenced_tweets_id
1,1_1657037940659240960,1657037940659240960,Why is planetary health important for physician competency? Learn how planetary health be better represented within #CanMEDS2025:  https://t.co/QS7DleWRvA @CmejEditor Authors: @SamanthaGreenTO Nicole Labine @USask @OwenLuo5 @jvipondmd @HMoloo @BoukaMD @Brent_Thoma https://t.co/aDpaY9Smcu,7,0,15,0,3140,279201006,,
1,1_1655986233007276032,1655986233007276032,"RT @Royal_College: Canadian physicians experience underacknowledged vulnerability, stress, and burnout working in an overburdened healthcar…",2,0,0,0,0,2341471015,,1655928114734854144
1,1_1655935017246400512,1655935017246400512,"RT @Royal_College: Canadian physicians experience underacknowledged vulnerability, stress, and burnout working in an overburdened healthcar…",2,0,0,0,0,273682356,,1655928114734854144
1,1_1655928114734854144,1655928114734854144,"Canadian physicians experience underacknowledged vulnerability, stress, and burnout working in an overburdened healthcare system. Read how Physician Humanism be better represented within the #CanMEDS2025 framework.  https://t.co/OC8i8XYgLU #MedEd (1/2) https://t.co/lJ074eLjTs",2,0,3,0,891,279201006,,
1,1_1653983007060160512,1653983007060160512,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,6,0,0,0,0,963234811803398144,,1653783984625655808
1,1_1653905233116909568,1653905233116909568,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,6,0,0,0,0,1220797023932289024,,1653783984625655808
1,1_1653834360863203328,1653834360863203328,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,6,0,0,0,0,1700447401,,1653783984625655808
1,1_1653816199057403904,1653816199057403904,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,6,0,0,0,0,921860721171935232,,1653783984625655808
1,1_1653810105660456960,1653810105660456960,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,6,0,0,0,0,1004927923,,1653783984625655808
1,1_1653793012520984576,1653793012520984576,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,6,0,0,0,0,58727461,,1653783984625655808
1,1_1653783984625655808,1653783984625655808,How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts paper: https://t.co/uunJ40zfai Authors: @cheryl_barnabe @KanninOsei @ManiateJ @SaleemRazack @Brian_M_Wong @Brent_Thoma Nathalie Duchesne @CMQ_org https://t.co/H8mQvjop7J,6,0,16,1,2356,279201006,,
1,1_1653750086894080000,1653750086894080000,RT @Brent_Thoma: Very excited that the #CanMEDS2025 special issue of @CmejEditor has been published today! https://t.co/xMgjnyo1Rd This iss…,5,0,0,0,0,1474911270,,1638281362645078016
1,1_1653104506719162368,1653104506719162368,"Data-informed medicine involves competencies required for the collection, use, and sharing of data and other digital information needed by physicians to deliver quality patient health service. Learn more about its inclusion in #CanMEDS2025.  https://t.co/hCKATCYSeB https://t.co/aWNV41r3P5",0,0,2,0,649,279201006,,
1,1_1651576449739137024,1651576449739137024,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",15,0,0,0,0,1949887466,,1648763402372669440
1,1_1651575695368241152,1651575695368241152,Why are Complex Adaptive Systems important to physician competency? How can they be better represented within #CanMEDS2025? Delve into CMEJ Emerging Concepts paper: https://t.co/BJP8DuEF9E #MedEd (1/2) https://t.co/OZ1pE5r1nC,0,0,1,0,637,279201006,,
1,1_1651550917093720064,1651550917093720064,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",15,0,0,0,0,1125131354700644352,,1648763402372669440
1,1_1650982510761857024,1650982510761857024,RT @Royal_College: New CMEJ paper on Clinical Reasoning shows where and how it was underrepresented in CanMEDS 2015. Learn how it can be mo…,2,0,0,0,0,3119304143,,1650884882334113792
1,1_1650890613704003584,1650890613704003584,RT @Royal_College: New CMEJ paper on Clinical Reasoning shows where and how it was underrepresented in CanMEDS 2015. Learn how it can be mo…,2,0,0,0,0,1004927923,,1650884882334113792
1,1_1650884882334113792,1650884882334113792,New CMEJ paper on Clinical Reasoning shows where and how it was underrepresented in CanMEDS 2015. Learn how it can be more comprehensively incorporated in #CanMEDS2025?  https://t.co/ChlhOzxYoM @CmejEditor Authors: @meredithyoung1 @Adam_Szulewski @RobAnders1 (1/2) https://t.co/i4mU6snmJl,2,0,3,0,1114,279201006,,
1,1_1649965575760666624,1649965575760666624,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",15,0,0,0,0,342529914,,1648763402372669440
1,1_1649779114667024384,1649779114667024384,RT @Royal_College: Why is planetary health important for physician competency? Learn how planetary health be better represented within #Can…,9,0,0,0,0,1644367146129014784,,1646506030170243072
1,1_1649555337412845568,1649555337412845568,"RT @Royal_College: How can psychological safety, cultural humility, and institutional culture change frame the Clinical Learning Environmen…",2,0,0,0,0,595027899,,1649405130897235968
1,1_1649503956622626816,1649503956622626816,"RT @Royal_College: How can psychological safety, cultural humility, and institutional culture change frame the Clinical Learning Environmen…",2,0,0,0,0,273682356,,1649405130897235968
1,1_1649456986021396480,1649456986021396480,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",15,0,0,0,0,441291113,,1648763402372669440
1,1_1649405130897235968,1649405130897235968,"How can psychological safety, cultural humility, and institutional culture change frame the Clinical Learning Environment? How can these concepts be incorporated in #CanMEDS2025? Read all about it: https://t.co/9XL2bpyikP https://t.co/Cnzi5ZwexN",2,0,2,0,768,279201006,,
1,1_1649210424447909888,1649210424447909888,RT @Royal_College: How can #CanMEDS2025 be updated so today’s physicians can develop the necessary skills to connect virtually with patient…,6,0,0,0,0,962522162,,1646898615464361984
1,1_1649182677675671552,1649182677675671552,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",15,0,0,0,0,1052764052458336256,,1648763402372669440
1,1_1649111009036992512,1649111009036992512,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",21,0,0,0,0,1154422621234237440,,1640745719584653312
1,1_1649107627064819712,1649107627064819712,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",15,0,0,0,0,2994587759,,1648763402372669440
1,1_1648895316077289472,1648895316077289472,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",15,0,0,0,0,1477026276854611968,,1648763402372669440
1,1_1648876463633080320,1648876463633080320,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",15,0,0,0,0,1004927923,,1648763402372669440
1,1_1648838728578678784,1648838728578678784,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",15,0,0,0,0,1151884987454636032,,1648763402372669440
1,1_1648824397661356032,1648824397661356032,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",15,0,0,0,0,229135436,,1648763402372669440
1,1_1648820760054751232,1648820760054751232,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",15,0,0,0,0,426081006,,1648763402372669440
1,1_1648798026755104768,1648798026755104768,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",15,0,0,0,0,481162991,,1648763402372669440
1,1_1648768425978650624,1648768425978650624,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",15,0,0,0,0,1267000009175621632,,1648763402372669440
1,1_1648768423659442176,1648768423659442176,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",15,0,0,0,0,921860721171935232,,1648763402372669440
1,1_1648763402372669440,1648763402372669440,"Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor Authors: @KanninOsei Nathalie Duchesne @CMQ_org @cheryl_barnabe @RicharLisa @SaleemRazack @Brent_Thoma @ManiateJ #MedEd https://t.co/jlSwlSLIQn",15,0,34,0,2855,279201006,,
1,1_1648666610603896832,1648666610603896832,RT @Royal_College: How can #CanMEDS2025 be updated so today’s physicians can develop the necessary skills to connect virtually with patient…,6,0,0,0,0,1488607922305257472,,1646898615464361984
1,1_1648492432651341824,1648492432651341824,RT @Royal_College: Why is planetary health important for physician competency? Learn how planetary health be better represented within #Can…,9,0,0,0,0,703017499,,1646506030170243072
1,1_1648419189034450944,1648419189034450944,RT @Brent_Thoma: @lynsonnenberg @BDHodges1 @Royal_College One of a few articles all about it! https://t.co/bUcJCrvfDU #CanMEDS2025,1,0,0,0,0,811483364,,1648352614118219776
1,1_1648353960816672768,1648353960816672768,RT @Brent_Thoma: @pat_health Great question. Maybe. Also see the article on data-informed care https://t.co/lhstbGcV06. The AI tools dissem…,1,0,0,0,0,20981716,,1648350217941680128
1,1_1648352614118219776,1648352614118219776,@lynsonnenberg @BDHodges1 @Royal_College One of a few articles all about it! https://t.co/bUcJCrvfDU #CanMEDS2025,1,0,10,0,814,1004927923,811483364,1648331109397045248
1,1_1648350217941680128,1648350217941680128,@pat_health Great question. Maybe. Also see the article on data-informed care https://t.co/lhstbGcV06. The AI tools disseminated this year definitely have implications for medicine that our recent literature review didn't see coming and that the #CanMEDS2025 team will have to address.,1,0,1,0,223,1004927923,20981716,1648347913418858496
1,1_1648178065850204160,1648178065850204160,RT @Royal_College: How can we integrate Adaptive Expertise into #CanMEDS2025? Read all about it:  https://t.co/ihfTk8euDI @CmejEditor Autho…,5,0,0,0,0,2526534478,,1648008489443139584
1,1_1648130653756485632,1648130653756485632,RT @Royal_College: How can we integrate Adaptive Expertise into #CanMEDS2025? Read all about it:  https://t.co/ihfTk8euDI @CmejEditor Autho…,5,0,0,0,0,215788862,,1648008489443139584
1,1_1648044809020473344,1648044809020473344,RT @Royal_College: How can we integrate Adaptive Expertise into #CanMEDS2025? Read all about it:  https://t.co/ihfTk8euDI @CmejEditor Autho…,5,0,0,0,0,811483364,,1648008489443139584
1,1_1648015746138513408,1648015746138513408,RT @Royal_College: How can we integrate Adaptive Expertise into #CanMEDS2025? Read all about it:  https://t.co/ihfTk8euDI @CmejEditor Autho…,5,0,0,0,0,1004927923,,1648008489443139584
1,1_1648014555161698304,1648014555161698304,RT @Royal_College: How can we integrate Adaptive Expertise into #CanMEDS2025? Read all about it:  https://t.co/ihfTk8euDI @CmejEditor Autho…,5,0,0,0,0,273682356,,1648008489443139584
1,1_1648012590281560064,1648012590281560064,RT @Royal_College: Why is planetary health important for physician competency? Learn how planetary health be better represented within #Can…,9,0,0,0,0,1378113833462456320,,1646506030170243072
1,1_1648008489443139584,1648008489443139584,How can we integrate Adaptive Expertise into #CanMEDS2025? Read all about it:  https://t.co/ihfTk8euDI @CmejEditor Authors: @cupido_ne Nancy Fowler @lynsonnenberg @AnnaKarwowska7 @DrDenyseR @LindaSMedEd @Brent_Thoma Maria Mylopoulos @UofT #MedEd https://t.co/LOaEER49kz,5,0,7,0,1794,279201006,,
1,1_1647425348915675136,1647425348915675136,RT @Royal_College: Why is planetary health important for physician competency? Learn how planetary health be better represented within #Can…,9,0,0,0,0,1488607922305257472,,1646506030170243072
1,1_1647222177593171968,1647222177593171968,RT @Royal_College: Why is planetary health important for physician competency? Learn how planetary health be better represented within #Can…,9,0,0,0,0,2937345641,,1646506030170243072
1,1_1647001051948797952,1647001051948797952,RT @Royal_College: How can #CanMEDS2025 be updated so today’s physicians can develop the necessary skills to connect virtually with patient…,6,0,0,0,0,838808336,,1646898615464361984
1,1_1646956666783694848,1646956666783694848,RT @Royal_College: How can #CanMEDS2025 be updated so today’s physicians can develop the necessary skills to connect virtually with patient…,6,0,0,0,0,1004927923,,1646898615464361984
1,1_1646913969779507200,1646913969779507200,RT @Royal_College: How can #CanMEDS2025 be updated so today’s physicians can develop the necessary skills to connect virtually with patient…,6,0,0,0,0,2859231369,,1646898615464361984
1,1_1646901614228242432,1646901614228242432,RT @Royal_College: How can #CanMEDS2025 be updated so today’s physicians can develop the necessary skills to connect virtually with patient…,6,0,0,0,0,47964602,,1646898615464361984
1,1_1646898615464361984,1646898615464361984,How can #CanMEDS2025 be updated so today’s physicians can develop the necessary skills to connect virtually with patients and peers? Learn more: https://t.co/jHSdrOn6oA @CmejEditor Authors: @beccastovel @danielduboismd @TChanMD @Brent_Thoma @KHo8888 #MedEd https://t.co/KDW7LrnNDe,6,3,9,1,8988,279201006,,
1,1_1646881737933221888,1646881737933221888,"RT @Royal_College: Canadian physicians experience underacknowledged vulnerability, stress, and burnout working in an overburdened healthcar…",4,0,0,0,0,373460084,,1645826619427127296
1,1_1646864592054759424,1646864592054759424,RT @Royal_College: New CMEJ paper on Clinical Reasoning shows where and how it was underrepresented in CanMEDS 2015. Learn how it can be mo…,5,0,0,0,0,3119304143,,1641455357246713856
1,1_1646852422596173824,1646852422596173824,RT @Royal_College: Why is planetary health important for physician competency? Learn how planetary health be better represented within #Can…,9,0,0,0,0,1049760072178561024,,1646506030170243072
1,1_1646744040225005568,1646744040225005568,RT @Royal_College: Why is planetary health important for physician competency? Learn how planetary health be better represented within #Can…,9,0,0,0,0,1004927923,,1646506030170243072
1,1_1646510250143408128,1646510250143408128,RT @Royal_College: Why is planetary health important for physician competency? Learn how planetary health be better represented within #Can…,9,0,0,0,0,58727461,,1646506030170243072
1,1_1646507256052064256,1646507256052064256,RT @Royal_College: Why is planetary health important for physician competency? Learn how planetary health be better represented within #Can…,9,0,0,0,0,2750435895,,1646506030170243072
1,1_1646506030170243072,1646506030170243072,Why is planetary health important for physician competency? Learn how planetary health be better represented within #CanMEDS2025:  https://t.co/QS7DleWRvA @CmejEditor Authors: @SamanthaGreenTO Nicole Labine @USask @OwenLuo5 @jvipondmd @HMoloo @BoukaMD @Brent_Thoma https://t.co/fUxuDEQCYg,9,3,15,0,12122,279201006,,
1,1_1646328337403375616,1646328337403375616,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,12,0,0,0,0,1430273372236271616,,1644067497409236992
1,1_1646284690494574592,1646284690494574592,"RT @Royal_College: Canadian physicians experience underacknowledged vulnerability, stress, and burnout working in an overburdened healthcar…",4,0,0,0,0,715160816115392512,,1645826619427127296
1,1_1645955219803500544,1645955219803500544,"RT @Royal_College: Canadian physicians experience underacknowledged vulnerability, stress, and burnout working in an overburdened healthcar…",4,0,0,0,0,2526534478,,1645826619427127296
1,1_1645826810234703872,1645826810234703872,"RT @Royal_College: Canadian physicians experience underacknowledged vulnerability, stress, and burnout working in an overburdened healthcar…",4,0,0,0,0,1004927923,,1645826619427127296
1,1_1645826619427127296,1645826619427127296,"Canadian physicians experience underacknowledged vulnerability, stress, and burnout working in an overburdened healthcare system. Read how Physician Humanism be better represented within the #CanMEDS2025 framework.  https://t.co/OC8i8XXIWm #MedEd (1/2) https://t.co/KZPhda0Tr3",4,1,9,0,3795,279201006,,
1,1_1644784620573999104,1644784620573999104,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,12,0,0,0,0,2213064743,,1644067497409236992
1,1_1644720322086596608,1644720322086596608,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,12,0,0,0,0,784479275231514624,,1644067497409236992
1,1_1644710053323366400,1644710053323366400,"@TChanMD Yes, agree that one is worth it (though not at all a user-friendly experience for anyone that isn't discord savvy). I've only made this with it so far - for the #CanMEDS2025 issue: https://t.co/tlp3GrWsmF Would definitely use again if/when artistic images are required.",0,1,0,0,357,1004927923,47964602,1644709349657391104
1,1_1644703672843251712,1644703672843251712,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,12,0,0,0,0,399911535,,1644067497409236992
1,1_1644700422970408960,1644700422970408960,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,12,0,0,0,0,780153837432795136,,1644067497409236992
1,1_1644487139265003520,1644487139265003520,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,12,0,0,0,0,1477026276854611968,,1644067497409236992
1,1_1644399030150086656,1644399030150086656,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,12,0,0,0,0,37827479,,1644067497409236992
1,1_1644384561990598656,1644384561990598656,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,12,0,0,0,0,453561884,,1644067497409236992
1,1_1644172640867721216,1644172640867721216,"""The thematic analysis identified 10 themes: EDI &amp; Social Justice; Anti-racism; Physician Humanism; Data-Informed Medicine; Complex Adaptive Systems; Clinical Learning Environment; Virtual Care; Clinical Reasoning; Adaptive Expertise; &amp; Planetary Hth"" #CanMEDS2025 https://t.co/VpRFzHVKuk",0,0,3,0,590,2894060572,,1638545639247060992
1,1_1644105088980463616,1644105088980463616,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,12,0,0,0,0,1700447401,,1644067497409236992
1,1_1644074741349883904,1644074741349883904,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,12,0,0,0,0,1833934346,,1644067497409236992
1,1_1644071515330314240,1644071515330314240,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,12,0,0,0,0,1004927923,,1644067497409236992
1,1_1644069042284826624,1644069042284826624,RT @Royal_College: How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts…,12,0,0,0,0,921860721171935232,,1644067497409236992
1,1_1644067497409236992,1644067497409236992,How can #EDI and social justice be better represented within #CanMEDS2025? Learn more from @CmejEditor Emerging Concepts paper:  https://t.co/uunJ40zfai Authors: @cheryl_barnabe @KanninOsei @ManiateJ @SaleemRazack @Brian_M_Wong @Brent_Thoma Nathalie Duchesne @CMQ_org https://t.co/G4LJWB2ljq,12,0,26,0,2425,279201006,,
1,1_1643821629925990400,1643821629925990400,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",21,0,0,0,0,1052764052458336256,,1640745719584653312
1,1_1643821500745633792,1643821500745633792,"RT @Royal_College: How can psychological safety, cultural humility, and institutional culture change frame the Clinical Learning Environmen…",7,0,0,0,0,1052764052458336256,,1641138250923294720
1,1_1643820854575349760,1643820854575349760,"RT @Royal_College: Data-informed medicine involves competencies required for the collection, use, and sharing of data and other digital inf…",3,0,0,0,0,1052764052458336256,,1643644789475164160
1,1_1643655300841340928,1643655300841340928,"RT @Royal_College: Data-informed medicine involves competencies required for the collection, use, and sharing of data and other digital inf…",3,0,0,0,0,58727461,,1643644789475164160
1,1_1643646670754938880,1643646670754938880,"RT @Royal_College: Data-informed medicine involves competencies required for the collection, use, and sharing of data and other digital inf…",3,0,0,0,0,1004927923,,1643644789475164160
1,1_1643644789475164160,1643644789475164160,"Data-informed medicine involves competencies required for the collection, use, and sharing of data and other digital information needed by physicians to deliver quality patient health service. Learn more about its inclusion in #CanMEDS2025.  https://t.co/hCKATCYSeB https://t.co/9XtbBePkRT",3,0,2,0,1004,279201006,,
1,1_1643573908241514496,1643573908241514496,RT @Royal_College: Why are Complex Adaptive Systems important to physician competency? How can they be better represented within #CanMEDS20…,3,0,0,0,0,780153837432795136,,1642889723327705088
1,1_1643360425214640128,1643360425214640128,RT @Royal_College: Why are Complex Adaptive Systems important to physician competency? How can they be better represented within #CanMEDS20…,3,0,0,0,0,409669895,,1642889723327705088
1,1_1642889723327705088,1642889723327705088,Why are Complex Adaptive Systems important to physician competency? How can they be better represented within #CanMEDS2025? Delve into CMEJ Emerging Concepts paper:  https://t.co/BJP8DuEF9E #MedEd (1/2) https://t.co/PmERosmIXT,3,1,9,0,1841,279201006,,
1,1_1641964322547982336,1641964322547982336,RT @meredithyoung1: A challenging but fantastic writing experience with a great team! Got to wrestle with why one of our oldest areas of st…,2,0,0,0,0,2273441919,,1641944300983406592
1,1_1641948800121020416,1641948800121020416,RT @meredithyoung1: A challenging but fantastic writing experience with a great team! Got to wrestle with why one of our oldest areas of st…,2,0,0,0,0,1166004478627262464,,1641944300983406592
1,1_1641944300983406592,1641944300983406592,A challenging but fantastic writing experience with a great team! Got to wrestle with why one of our oldest areas of study in #MedEd still deserves our attention - especially for #CanMEDS2025 https://t.co/obqg0wJI50,2,1,6,1,1080,3119304143,,1641455357246713856
1,1_1641802489040076800,1641802489040076800,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",21,0,0,0,0,1125131354700644352,,1640745719584653312
1,1_1641665490882908160,1641665490882908160,"RT @Royal_College: How can psychological safety, cultural humility, and institutional culture change frame the Clinical Learning Environmen…",7,0,0,0,0,443207021,,1641138250923294720
1,1_1641628944570130432,1641628944570130432,RT @Royal_College: New CMEJ paper on Clinical Reasoning shows where and how it was underrepresented in CanMEDS 2015. Learn how it can be mo…,5,0,0,0,0,1136751416612196352,,1641455357246713856
1,1_1641533089917575168,1641533089917575168,RT @Royal_College: New CMEJ paper on Clinical Reasoning shows where and how it was underrepresented in CanMEDS 2015. Learn how it can be mo…,5,0,0,0,0,1967876216,,1641455357246713856
1,1_1641524701624147968,1641524701624147968,RT @Royal_College: New CMEJ paper on Clinical Reasoning shows where and how it was underrepresented in CanMEDS 2015. Learn how it can be mo…,5,0,0,0,0,2844287097,,1641455357246713856
1,1_1641477148757176320,1641477148757176320,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",21,0,0,0,0,2928107231,,1640745719584653312
1,1_1641457791272378368,1641457791272378368,RT @Royal_College: New CMEJ paper on Clinical Reasoning shows where and how it was underrepresented in CanMEDS 2015. Learn how it can be mo…,5,0,0,0,0,273682356,,1641455357246713856
1,1_1641455357246713856,1641455357246713856,New CMEJ paper on Clinical Reasoning shows where and how it was underrepresented in CanMEDS 2015. Learn how it can be more comprehensively incorporated in #CanMEDS2025?  https://t.co/ChlhOzywek @CmejEditor Authors: @meredithyoung1 @Adam_Szulewski @RobAnders1 (1/2) https://t.co/EaAV4n1eNB,5,1,4,1,2384,279201006,,
1,1_1641252157377708032,1641252157377708032,"RT @Royal_College: How can psychological safety, cultural humility, and institutional culture change frame the Clinical Learning Environmen…",7,0,0,0,0,1433222964,,1641138250923294720
1,1_1641244492178112512,1641244492178112512,"RT @Royal_College: How can psychological safety, cultural humility, and institutional culture change frame the Clinical Learning Environmen…",7,0,0,0,0,273682356,,1641138250923294720
1,1_1641226799106465792,1641226799106465792,"RT @Royal_College: How can psychological safety, cultural humility, and institutional culture change frame the Clinical Learning Environmen…",7,0,0,0,0,234187077,,1641138250923294720
1,1_1641165316230348800,1641165316230348800,"RT @Royal_College: Anti-racism must be a foundational physician competency in #CanMEDS2025. Read more: https://t.co/HjUQGMzpgZ
@CmejEditor…",21,0,0,0,0,1268600423092387840,,1640745719584653312
1,1_1641154182655938560,1641154182655938560,"RT @Royal_College: How can psychological safety, cultural humility, and institutional culture change frame the Clinical Learning Environmen…",7,0,0,0,0,481162991,,1641138250923294720
1,1_1641144808596209664,1641144808596209664,"RT @Royal_College: How can psychological safety, cultural humility, and institutional culture change frame the Clinical Learning Environmen…",7,0,0,0,0,1004927923,,1641138250923294720
