id,text,cluster_id,distance,outlier
1284423424132227072,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.30892298,False
1284309258625060864,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.30954307,False
1284489289489932288,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.309649,False
1284470871038595072,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.31018913,False
1285047840448712704,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.3102833,False
1284483888828633088,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.310526,False
1284267175050649600,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.31061417,False
1284253979849916416,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.3110029,False
1284312062609567744,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.31137544,False
1284330024372338688,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.31145597,False
1284256258082705408,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.31151316,False
1284251086447157248,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.31151867,False
1284660909135126528,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.31159168,False
1284258016116854784,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.31165493,False
1284282479109701632,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.31187713,False
1284278935942045696,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.31228024,False
1286298876853583872,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.31249523,False
1284991613484388352,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.3127646,False
1284599623517040640,"Funding Applications to the Strategic Grants now open. Areas of focus include 1. Equity, Diversity and Inclusion 2. Patient-Caregiver-engagementexperience amp 3. Competency-based medical education e.g. innovations, adaptations MedEd",1,0.31310654,False
1370906387409203200,"Yes. Yes. Yes. Effective advocacy for healthy, equity-achieving policy should be a core competency in MedEd.",1,0.31800374,False
1273792616002228224,"Topic 3 Many MedEducators have strived for years to improve diversity amp inclusion in MedEd. Whats the Do One Thing that each of us can take today to start the change at personal, department, med school, GME, org level to make a difference MedEdChat",1,0.31985968,False
1351716387799097344,No excuses in MedEd - the resources on systemic racism are available. It is time for us to teach DEI as a core competency for future physicians.,1,0.3246143,False
1351714360402522112,No excuses in MedEd - the resources on systemic racism are available. It is time for us to teach DEI as a core competency for future physicians.,1,0.32607323,False
1351702712812007424,No excuses in MedEd - the resources on systemic racism are available. It is time for us to teach DEI as a core competency for future physicians.,1,0.3285504,False
1314372725327253504,I agree with that diversity and racism education needs to be infused into meded curriculums instead of sprinkled on top of other issues MedEdChat,1,0.34662086,False
1296111626232279040,Absolutely. Equity amp antiracism must be core competencies in MedEd. We also need to work as a national community to move the amp the MCC to create anti-racist licensing exams.,1,0.35039264,False
1296115100202328064,Absolutely. Equity amp antiracism must be core competencies in MedEd. We also need to work as a national community to move the amp the MCC to create anti-racist licensing exams.,1,0.35073328,False
1592956782216740864,So sad to miss this event has published DEI competencies for MedEd.,1,0.3522523,False
1296109110547505152,Absolutely. Equity amp antiracism must be core competencies in MedEd. We also need to work as a national community to move the amp the MCC to create anti-racist licensing exams.,1,0.35361522,False
1225610129204285440,Topic 3 How do you evaluate if the edtech integrated into meded is meeting the need MedEdChat,1,0.36674812,False
1337456743488557056,Hurry webinar in 5 minutes Take action to EndDiscrimination in healthcare. MedEdChat minorities access2care LeadershipOfChange.,1,0.36680126,False
1293168274973306880,"This issue is packed with great articles, including on resilience and wellbeing, s practical tips for competency led MedEd, on mutual mentoring, on empowering advocates for health equity and too many others to fit into a tweet",1,0.37001738,False
1291299049279311872,"This issue is packed with great articles, including on resilience and wellbeing, s practical tips for competency led MedEd, on mutual mentoring, on empowering advocates for health equity and too many others to fit into a tweet",1,0.37227285,False
1291301898113429504,"This issue is packed with great articles, including on resilience and wellbeing, s practical tips for competency led MedEd, on mutual mentoring, on empowering advocates for health equity and too many others to fit into a tweet",1,0.37227407,False
1291339355282448384,"This issue is packed with great articles, including on resilience and wellbeing, s practical tips for competency led MedEd, on mutual mentoring, on empowering advocates for health equity and too many others to fit into a tweet",1,0.3729823,False
1273243082914332672,"T1 True, but what do we do when we get students There is still a lack of inclusion institutionally. MedEdChat MedStudentChat",1,0.38638008,False
1415380435773710336,We are hiring meded jobs LGBTQIA We are looking for a colleague to join our team in our new TransCareMedEd project aimed at creating a set of core competencies on trans-affirmative healthcare in India APPLY,1,0.38908595,False
1664455402489036800,Leaving the Alan Cross Evening of Scholarship w my full celebrating the amazing educators Thank you for organizing such an engaging event amp for allowing us to dream of an ideal MedEd based on competencynot time,1,0.4031723,False
1664455402489036800,Leaving the Alan Cross Evening of Scholarship w my full celebrating the amazing educators Thank you for organizing such an engaging event amp for allowing us to dream of an ideal MedEd based on competencynot time,1,0.40324903,False
1665822949448753152,Leaving the Alan Cross Evening of Scholarship w my full celebrating the amazing educators Thank you for organizing such an engaging event amp for allowing us to dream of an ideal MedEd based on competencynot time,1,0.40450567,False
1665822949448753152,Leaving the Alan Cross Evening of Scholarship w my full celebrating the amazing educators Thank you for organizing such an engaging event amp for allowing us to dream of an ideal MedEd based on competencynot time,1,0.4045783,False
1664714285094666240,Leaving the Alan Cross Evening of Scholarship w my full celebrating the amazing educators Thank you for organizing such an engaging event amp for allowing us to dream of an ideal MedEd based on competencynot time,1,0.4052009,False
1664714285094666240,Leaving the Alan Cross Evening of Scholarship w my full celebrating the amazing educators Thank you for organizing such an engaging event amp for allowing us to dream of an ideal MedEd based on competencynot time,1,0.40549946,False
1664653182130085888,Leaving the Alan Cross Evening of Scholarship w my full celebrating the amazing educators Thank you for organizing such an engaging event amp for allowing us to dream of an ideal MedEd based on competencynot time,1,0.40607795,False
1664653182130085888,Leaving the Alan Cross Evening of Scholarship w my full celebrating the amazing educators Thank you for organizing such an engaging event amp for allowing us to dream of an ideal MedEd based on competencynot time,1,0.4062769,False
1664465098071498752,Leaving the Alan Cross Evening of Scholarship w my full celebrating the amazing educators Thank you for organizing such an engaging event amp for allowing us to dream of an ideal MedEd based on competencynot time,1,0.40847906,False
1664465098071498752,Leaving the Alan Cross Evening of Scholarship w my full celebrating the amazing educators Thank you for organizing such an engaging event amp for allowing us to dream of an ideal MedEd based on competencynot time,1,0.40847906,False
1403069128408195072,"New ARM episode Led by incoming MS1 , our ARM team discussed moving MedEd towards antiracism at the 2021 Annual Meeting. This conversation keeps it -- its basically a glimpse into how our biweekly team meetings usually go",1,0.42544144,False
1270900606740267008,"Today, my co-authors and I wrote a sentence in that I will remember for the rest of my career. I hope you read the piece, but if you only read one thing, know this. Black people are loved.",1,0.47668016,True
1270773771092332544,"Structural Competency Curriculum for Medical Students, Residents, and Interprofessional Teams on the Structural Factors That Produce Health Disparities MedEdPORTAL MedEd WhiteCoatsForBlackLives",2,0.24822316,False
1420032030281187328,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.2540876,False
1417516603495882752,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25420418,False
1420107434329182208,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25449494,False
1419811197642235904,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25527495,False
1417498903482601472,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25570792,False
1417471558239535104,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.2563014,False
1535221924686614528,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25667042,False
1513230286447788032,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25687677,False
1417617741104697344,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25697166,False
1417469863040364544,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.2573963,False
1429399373310570496,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25742045,False
1417539332097851392,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25766754,False
1417533563201802240,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25779736,False
1456026833208717312,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.2578324,False
1417678615446130688,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.258002,False
1417473332144869376,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.2581867,False
1417634571416395776,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25824302,False
1430739191751749632,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.2583437,False
1417476536647798784,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25836432,False
1429084240763883520,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25838554,False
1417747383010480128,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25838605,False
1417536616709513216,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25839603,False
1417469964479565824,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25843,False
1417571754088751104,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.2585588,False
1417652890227789824,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25861496,False
1417680047742373888,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25864238,False
1417645531602440192,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25868022,False
1417509058626691072,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.2587244,False
1430646239981355008,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25894836,False
1417634672096468992,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.2589505,False
1535097986086313984,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25915444,False
1417490443638562816,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25916857,False
1417567425227337728,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25919214,False
1417584920705310720,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25966567,False
1417564986042470400,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25966936,False
1535201697030545408,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25984523,False
1417866562686517248,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.25986284,False
1535287206058676224,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.26021826,False
1417470634922229760,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.26060623,False
1417483780688957440,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.26130232,False
1535028363818962944,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.26207858,False
1535458314938728448,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.2623195,False
1417474792349962240,1Building structural competency through community engagement I tweet often about WHY health equity curricula should center StructuralCompetency amp community voices. Our new MedEd paper shows HOW weve tried to make it happen.,2,0.26290333,False
1550138142312714240,"A quick, evidence-based, structural competency tool to monitor trainee and faculty proficiency over time MedEd GMENewIdeas",2,0.26696026,False
1550159011890315264,"A quick, evidence-based, structural competency tool to monitor trainee and faculty proficiency over time MedEd GMENewIdeas",2,0.2673911,False
1550187046173638656,"A quick, evidence-based, structural competency tool to monitor trainee and faculty proficiency over time MedEd GMENewIdeas",2,0.26876062,False
1550123491944321024,"A quick, evidence-based, structural competency tool to monitor trainee and faculty proficiency over time MedEd GMENewIdeas",2,0.27001053,False
1553252845230559232,"A quick, evidence-based, structural competency tool to monitor trainee and faculty proficiency over time MedEd GMENewIdeas",2,0.27056625,False
1550129071119405056,"A quick, evidence-based, structural competency tool to monitor trainee and faculty proficiency over time MedEd GMENewIdeas",2,0.27106878,False
1440836229302407168,"Its official I, along with , will be doing a workshop on integrating structural competency into existing curricula at the 2022 Annual Educational Conference-Meaning in Medicine Rebuilding Connections MedEd GME",2,0.2728687,False
1440836229302407168,"Its official I, along with , will be doing a workshop on integrating structural competency into existing curricula at the 2022 Annual Educational Conference-Meaning in Medicine Rebuilding Connections MedEd GME",2,0.2728687,False
1550122841571356672,"A quick, evidence-based, structural competency tool to monitor trainee and faculty proficiency over time MedEd GMENewIdeas",2,0.27329618,False
1440785033812275200,"Its official I, along with , will be doing a workshop on integrating structural competency into existing curricula at the 2022 Annual Educational Conference-Meaning in Medicine Rebuilding Connections MedEd GME",2,0.27540687,False
1440785033812275200,"Its official I, along with , will be doing a workshop on integrating structural competency into existing curricula at the 2022 Annual Educational Conference-Meaning in Medicine Rebuilding Connections MedEd GME",2,0.27540687,False
1377798004288090112,A big thanks to Dr. Scott and Dr. Hassan for educating us this afternoon regarding structural competency in the MedEd curricula There was a great discussion and we hope to start applying these principles moving forward,2,0.27580833,False
1377798004288090112,A big thanks to Dr. Scott and Dr. Hassan for educating us this afternoon regarding structural competency in the MedEd curricula There was a great discussion and we hope to start applying these principles moving forward,2,0.2760421,False
1443197527554134016,"Its official I, along with , will be doing a workshop on integrating structural competency into existing curricula at the 2022 Annual Educational Conference-Meaning in Medicine Rebuilding Connections MedEd GME",2,0.27720094,False
1443197527554134016,"Its official I, along with , will be doing a workshop on integrating structural competency into existing curricula at the 2022 Annual Educational Conference-Meaning in Medicine Rebuilding Connections MedEd GME",2,0.27720094,False
1433429672876920832,Firm 3 did an amazing job during our structural competency CRS. Thanks to and for developing and implementing this training. Learn more here Healthequity MedEd SocialJustice,2,0.27769065,False
1377757868221460480,A big thanks to Dr. Scott and Dr. Hassan for educating us this afternoon regarding structural competency in the MedEd curricula There was a great discussion and we hope to start applying these principles moving forward,2,0.2777456,False
1377757868221460480,A big thanks to Dr. Scott and Dr. Hassan for educating us this afternoon regarding structural competency in the MedEd curricula There was a great discussion and we hope to start applying these principles moving forward,2,0.2777456,False
1440666096651038720,"Its official I, along with , will be doing a workshop on integrating structural competency into existing curricula at the 2022 Annual Educational Conference-Meaning in Medicine Rebuilding Connections MedEd GME",2,0.27778196,False
1440666096651038720,"Its official I, along with , will be doing a workshop on integrating structural competency into existing curricula at the 2022 Annual Educational Conference-Meaning in Medicine Rebuilding Connections MedEd GME",2,0.27778196,False
1433429672876920832,Firm 3 did an amazing job during our structural competency CRS. Thanks to and for developing and implementing this training. Learn more here Healthequity MedEd SocialJustice,2,0.27806288,False
1433441469684146176,Firm 3 did an amazing job during our structural competency CRS. Thanks to and for developing and implementing this training. Learn more here Healthequity MedEd SocialJustice,2,0.2788192,False
1433441469684146176,Firm 3 did an amazing job during our structural competency CRS. Thanks to and for developing and implementing this training. Learn more here Healthequity MedEd SocialJustice,2,0.2788192,False
1433430288269393920,Firm 3 did an amazing job during our structural competency CRS. Thanks to and for developing and implementing this training. Learn more here Healthequity MedEd SocialJustice,2,0.27926606,False
1433430288269393920,Firm 3 did an amazing job during our structural competency CRS. Thanks to and for developing and implementing this training. Learn more here Healthequity MedEd SocialJustice,2,0.27926606,False
1377740656161009664,A big thanks to Dr. Scott and Dr. Hassan for educating us this afternoon regarding structural competency in the MedEd curricula There was a great discussion and we hope to start applying these principles moving forward,2,0.28035197,False
1377740656161009664,A big thanks to Dr. Scott and Dr. Hassan for educating us this afternoon regarding structural competency in the MedEd curricula There was a great discussion and we hope to start applying these principles moving forward,2,0.28053206,False
1291800503677079552,Seeking recs for meded structuralfluency competencies. StillLearning. Need hx as element if our faculty learners are to understand and act with equity. Encourage all to read - its pscyhiatry focus allows depth.,2,0.2819581,False
1440665708556210176,"Its official I, along with , will be doing a workshop on integrating structural competency into existing curricula at the 2022 Annual Educational Conference-Meaning in Medicine Rebuilding Connections MedEd GME",2,0.28201276,False
1440665708556210176,"Its official I, along with , will be doing a workshop on integrating structural competency into existing curricula at the 2022 Annual Educational Conference-Meaning in Medicine Rebuilding Connections MedEd GME",2,0.28201276,False
1333433531691917312,"Is there a way to make common program requirements a pathway to health equity We say, YES through a new structural competency MedTwitter psychtwitter MedEd",2,0.30513692,False
1333529873260961792,"Is there a way to make common program requirements a pathway to health equity We say, YES through a new structural competency MedTwitter psychtwitter MedEd",2,0.30688754,False
1333599648385265664,"Is there a way to make common program requirements a pathway to health equity We say, YES through a new structural competency MedTwitter psychtwitter MedEd",2,0.3072543,False
1333611897879293952,"Is there a way to make common program requirements a pathway to health equity We say, YES through a new structural competency MedTwitter psychtwitter MedEd",2,0.30734402,False
1333499440590594048,"Is there a way to make common program requirements a pathway to health equity We say, YES through a new structural competency MedTwitter psychtwitter MedEd",2,0.30737847,False
1333601939750313984,"Is there a way to make common program requirements a pathway to health equity We say, YES through a new structural competency MedTwitter psychtwitter MedEd",2,0.30755377,False
1333788121415045120,"Is there a way to make common program requirements a pathway to health equity We say, YES through a new structural competency MedTwitter psychtwitter MedEd",2,0.30757725,False
1333584538530824192,"Is there a way to make common program requirements a pathway to health equity We say, YES through a new structural competency MedTwitter psychtwitter MedEd",2,0.30806538,False
1316925727409917952,"stern librarian vibes today while recording my presentation on the structural competency curriculum I created at my medical school, for the Interim conference Had the distinct pleasure of chatting with Dr. Helena Hansen, the expert in this field MedEd",2,0.31659114,False
1316923115348332544,"stern librarian vibes today while recording my presentation on the structural competency curriculum I created at my medical school, for the Interim conference Had the distinct pleasure of chatting with Dr. Helena Hansen, the expert in this field MedEd",2,0.32068065,False
1316978810995183616,"I am so proud of my wife for all her hard work creating the Structural Competency Curriculum at , and also getting the opportunity to present her work at the Interim Conference MedEd",2,0.3242715,False
1316986084568563712,"I am so proud of my wife for all her hard work creating the Structural Competency Curriculum at , and also getting the opportunity to present her work at the Interim Conference MedEd",2,0.32660574,False
1271833692332273664,"8 IMO, conveying competency frameworks as lists has generated one of the critiques of CBME, namely that it is just fancy behavioural objectives. I have heard this misunderstanding many times. meded",2,0.33037126,False
1271833692332273664,"8 IMO, conveying competency frameworks as lists has generated one of the critiques of CBME, namely that it is just fancy behavioural objectives. I have heard this misunderstanding many times. meded",2,0.3304913,False
1271833692332273664,"8 IMO, conveying competency frameworks as lists has generated one of the critiques of CBME, namely that it is just fancy behavioural objectives. I have heard this misunderstanding many times. meded",2,0.3304913,False
1271833692332273664,"8 IMO, conveying competency frameworks as lists has generated one of the critiques of CBME, namely that it is just fancy behavioural objectives. I have heard this misunderstanding many times. meded",2,0.33054054,False
1271833692332273664,"8 IMO, conveying competency frameworks as lists has generated one of the critiques of CBME, namely that it is just fancy behavioural objectives. I have heard this misunderstanding many times. meded",2,0.33054054,False
1271833692332273664,"8 IMO, conveying competency frameworks as lists has generated one of the critiques of CBME, namely that it is just fancy behavioural objectives. I have heard this misunderstanding many times. meded",2,0.33054054,False
1271833692332273664,"8 IMO, conveying competency frameworks as lists has generated one of the critiques of CBME, namely that it is just fancy behavioural objectives. I have heard this misunderstanding many times. meded",2,0.33054054,False
1271833692332273664,"8 IMO, conveying competency frameworks as lists has generated one of the critiques of CBME, namely that it is just fancy behavioural objectives. I have heard this misunderstanding many times. meded",2,0.33054054,False
1271833692332273664,"8 IMO, conveying competency frameworks as lists has generated one of the critiques of CBME, namely that it is just fancy behavioural objectives. I have heard this misunderstanding many times. meded",2,0.33054054,False
