user_id,followers_count,following_count,tweet_count,listed_count,username,description
441291113,927,1464,7991,22,LeonaAWalsh,Promoting excellence in medical & dental postgraduate training in Wales by supporting needs of individuals. Tweets are my own. Retweets not endorsements.
962522162,1947,2691,70060,23,JulieSDixon,"e-learning, computer technology in education, creativity, online learning, adult education, garden goddess  Proudly Canadian🇨🇦"
1052764052458336256,339,631,2363,2,DrMithuSen,"Professor,WesternUniversity;PulmCritCareSleep;London,CA;ExecutiveLeaderinAcademicMedicine(ELAM2020)&AAMC-CFAS Wellness Leadership & Prog Cmtte;PQ&ICFMemberCoach"
1154422621234237441,1506,657,3174,12,UofTMed_OID,"The OID supports @UofTMedicine's broader commitment to lead in the area of equity, inclusion and diversity."
2994587759,1532,674,11535,7,SamirS_H,"militant @CollectifSJS, #pediatric #ERDoc, écrivain #Fighting4aHand2Hold & lovely hockey left winger
*Nobody's free until everybody's free* (FLH)"
1477026276854611977,77,232,386,0,CBarber_1,"PhD(c) @MaastrichtU @SHECommunityUM
Doctoral Fellowship @SSHRC_CRSH"
1151884987454636032,97,72,217,0,AnnaKarwowska7,VP Education @AFMC. Pediatrician. Mother to 3 amazing human beings. I believe in kindness. Striving for excellent patient care is my “why”.
229135436,1211,1496,2480,11,gboladiMD,Public health and Family Medicine Physician (R1) (UBC 2023) @EndRC2022 @bmsacanada Chair 20/21. Tweets are mine.
426081006,6366,2407,6789,58,drDavidKeegan,"settler, anti-fascist, academic family doc, opinions my own,""rough sandpaper,"" ""woke zombie,"" ""snowflake,"" dkcalgary on youtube, https://t.co/n8F7OFdzCO, https://t.co/CPowJTLqfO"
481162991,1178,1210,3172,14,JenaHall1,"(she/her) MD, MEd, CIP, FRCSC (OBGYN), FPMRS Fellow YR2, Research in #surgicaleducation, #videoplayback, #MedEd @ICREConf @SocietyPelvic Tweets = my own"
1267000009175621634,4390,4865,7845,20,blackdocscanada,"Uniting, supporting, amplifying, & empowering Black physicians, physicians in training, patients and the Black community in Canada 🇨🇦 info@blackphysicians.ca"
1488607922305257478,1639,1994,26518,9,SocialObGyne,"An obstetrician-gynecologist aiming to address social inequities. MSc Human Factors & Systems Safety, Lund Univ. Currently in the DrPH program, Univ of Toronto"
703017499,1105,457,2730,17,DrMWalkerMD,"Mark Walker, MD, Maternal Fetal specialist and Epi Professor and Vice Dean Internationalization and Global Health Fac Med uOttawa Dad of 4 awesome kids.  ❤️ AI."
811483364,1431,577,6807,48,lynsonnenberg,"National Director, Learning with the @Royal_College, Professor @UAlberta, Neurodevelopmental #Pediatrician, Wife & Mother of 3! All things #MedEd"
20981716,9078,4215,49985,445,pat_health,Canadian social media health care commentator and observer. Views are my own https://t.co/ZXTke4p2Ub
2526534478,1053,3544,719,3,heatherwatersmd,Family Physician. Assoc Prof @McMasterFamMed. Hamilton Site Director FM. Chair EAB PGME #MedEd. Proud mother of 3 inspiring daughters. She/her. Views my own.
215788862,1729,4915,7881,29,fa_rizzuti,Public Health & Preventive Medicine Physician @UCalgaryMed & @ahs_media Calgary Zone; @CAPD_ca President. MedEd & Health System transformer. thoughts my own
1378113833462456320,1210,4311,7397,6,JackieSeidel1,Born 322ppm 🌎 ❤️ Poetry. Bees. Bikes. Eco/Climate curriculum. UofC Assoc Prof. PhD. MBSR (mindfulness based stress reduction) instructor. Tweets mine. She/Her
2937345641,403,126,307,0,HMoloo,"Director (interim) Planetary Health UOttawa FoM, Colorectal surgeon, QI enthusiast, Father, would-be philosopher"
838808336,181,215,749,2,beccastovel,
2859231369,617,683,1024,12,Danielduboismd,"Clinician Educator, Anesthesiolgist, Associate PD, CBD lead @ottawanesthesia, likes = Sailing, Programmatic Assessment, Coaching, CPD."
47964602,15087,6690,63168,289,TChanMD,"Emerg Physician(@HamHealthSci), Associate Dean, @machealthsci #CPD (@MacPFD/@McMasterCHSE), Assoc Prof @MacEmerg @MacDeptMed. tchanmd@med-mastodon.com"
373460084,2755,1619,122022,26,christmasali,"Mum of Murdered Daughter, Gun/VAW Violence Prevention Activist #Woke #TeamTrudeau #StopFemicideNow #SlavaUkraini 🇺🇦"
1430273372236271617,204,271,1051,2,EqHSLab,"Founded by @ManiateJ, this is a community of individuals collaborating to address inequities in the health system - to improve care and experience for all."
715160816115392512,1542,431,1952,7,Damonjdd1,"Happy dad, lucky hubbie, bereaved parent, ER doc, medical educator, author, exercise nut & outdoor enthusiast. (he/him/his)"
2213064743,314,251,1057,4,Jodie_Pritch,"Emergency Medicine Physician. Global EM systems development, education & research; Ornge Transport Medicine physician; MedED. Opinions my own."
784479275231514624,669,101,580,4,CmejEditor,"The Canadian Medical Education Journal (CMEJ) is an online open-access peer-reviewed journal exploring current, novel or future developments and perspectives."
399911535,2335,764,25947,49,scruff888,"BMedSc BMBS FANZCA AFRACMA FAICD ● Specialist Anaesthetist ● Work with children ● ANZCA Councillor ● Views expressed my own, not of others ● RT ≠ endorsement"
37827479,1512,1301,5829,25,jthlam,"#meded phd student @theWilsonCentre & @ihpmeuoft,  @sickkidsnews fellow, former @uoftpaedsres chief resident, @uoftmedicine 1T7, @stanford art history, he/him"
453561884,1553,2683,1199,12,K_Shufelt,"🇨🇦 Interventional Cardiologist, 2nd VP/Ontario Councillor for @CMPAmembers - corporate governance, ESG, safe care, MD wellness, imaging and PCI #WIC #endMS"
2894060572,2059,2940,5898,24,jctangmd,"Emergency Physician, Coroner, with an interest in medical ethics & education.  Views my own."
1833934346,340,823,1481,1,AnasManouziMD,Pediatric Emergency Doc | Settler on Unceded Coast Salish Territory | #HealthEquity #AntiRacism | Harm isn’t randomly distributed | He/Him | My words = My views
409669895,1379,279,3289,36,CSPLeaders,The Canadian Society of Physician Leaders provides a support network for physician leaders in Canada and publishes the Canadian Journal of Physician Leadership
2273441919,1202,1442,3484,23,chsto8,Professor @usherbrooke. Trained in #psychometry. Passionate about #validity #evidence. Exploring #qualitative #methodologies in #MedEd. A/Editor @CmejEditor
1166004478627262469,472,417,938,6,DrSatid,"Part of Oneness|🏳️‍🌈|#PedsICU|Dir Ctr for Research, Innovation and Scholarship| #MedEd, #HPE, @bcmhouston @SDRME_MedEd @pmeded Views are my own."
443207021,23,169,59,0,poutinemedicine,EM doc in Canada passionate about wilderness medicine and medical education. Opinions expressed here are my own and don’t reflect my employer/workplace.
1136751416612196353,63,136,240,0,BizathTaqui,"medical educator passionate about Clinical Decision Making and EBM; wife, mother, daughter, sister, friend, advocate"
1967876216,454,105,89,7,Adam_Szulewski,"Emergency, Trauma and RACE Team MD | PhD, Educational Scholar | Resuscitation Fellowship PD and Associate Professor @queensu"
2844287097,702,856,2116,4,RobAnders1,"@thenosm AD PGME and HSP, Royal College Clinician Educator, Husband, Dad, Home Zoo Keeper.  Anesthesia and Critical Care"
2928107231,368,3408,18919,8,vethanb6205,Big fan of the shows: Chaotic; The Last Man On Earth; Forever; B99; & Lucifer! Working on to renew: Chaotic; The Last Man On Earth; & Forever. #SaveChaotic
234187077,2997,5002,56878,17,schheng1,"En: Research / Knowledge Creation / Innovation / Medicine / Health Science  / Improve health
Fr: Médecine / Science de la santé et de la vie"
1268600423092387840,179,127,1888,2,CSM_OPED,"Building the bridges to a respectful, fair and inclusive Community at the Cumming School of Medicine, UCalgary"
1439751648457334785,17,69,64,0,CarolynStoddart,
1253684618705768449,482,252,142,3,KanninOsei,"MD, MSc. Senior Associate Dean - Health Equity and Systems Transformation, Cumming School of Medicine, University of Calgary"
898740518,3069,2868,5863,31,SalSpadafora1,"Professor Faculty of Medicine, University of Toronto,Anesthesiologist,Husband&Father Tweets = my opinion only, Retweets not endorsement."
1165050299712589825,26952,614,4650,129,RicharLisa,Gen Int Med | Associate Dean Inclusion & Diversity @uoftmedicine | Strat Lead Indigenous Health @WCHospital⎜Med Ed | Mixed Anishinaabe | Tweets mine | She/Her
1200108421393125376,295,98,525,0,cpsns_ca,The College of Physicians & Surgeons of Nova Scotia serves the public by effectively regulating the medical profession.
792055793143123968,2177,425,3713,11,kt_program,"We support researchers, practitioners, policy makers, government funding agencies, and private industry in their quest to create improved health outcomes."
549308242,2285,1192,14839,67,AMSHealthcare,AMS advances innovative healthcare with compassion at its core.
242443144,4120,454,4288,65,KTCanada,"Canadian research network that supports the development, implementation, and sustainability of a transformative research program in Knowledge Translation."
2240757638,2405,653,8751,17,JRJCHAIR,"Dr. OmiSoore Dryden, James R. Johnston Chair in Black Canadian Studies, Faculty of Medicine; Co-Lead Black Health Education Collaborative; #BlackQueerFemme✊🏿🌈"
629695046,242,560,649,1,abdurhman_ahmad,MD/IMG/Clinical Research Coordinator at McGill University
1100080220235812865,99,128,32,0,cupido_ne,"PhD Student in Health Professions Education Research @theWilsonCentre | @McMasterHSED @MacArtsci Alum | Teaching, Education, Pedagogy | #MedEd"
386007819,2124,722,229847,137,MLGG2,"Health professional, entrepreneur and philanthropist"
1021777574480027648,1469,957,1389,16,ameefacdev,"Generated from the AMEE Faculty Development Committee. Aiming to learn about, from & with colleagues interested in Fac. Dev. in healthcare & allied professions"
3144248595,94,157,64,1,CGomezGaribello,Assistant Professor @IHSE_McGill | @McGillMed | Assessment is life! (but football is a close second…)
871135880055930881,918,374,1509,5,AKHallMD,"Emergency Physician and Clinician Educator at University of Ottawa, interested in Simulation, Assessment, and Competency-based Medical Education"
777609049588240384,158,123,1600,5,NatalieTBuu,"Director,  McGill Anesthesia residency program
Anesthésiste pédiatrique
Loves music, sports, cooking, art and restaurants for 'foodies' like me!"
1491535783,187,146,521,9,RC_Karpinski,
1137199168080961536,1785,699,716,9,BoukaMD,Family doc working in the Arctic | Mom x 3 | Intersectional environmentalist | @cape_acme board | Liberation & Abolition (she/they)
2840831277,939,1127,2296,18,Klodiana23,"Mom. Wife. Anatomist. Special Advisor to the Principal, Strategic Development @QueensU"
92598271,2898,1307,10811,26,ddsv3,"President Vice Chancellor Dean and CEO at NOSM University; lawyer; family doc; tweets are my own; RT, likes etc are not endorsements"
18355938,7254,3706,48156,548,meducate,"EVP AXDEV Global Interprofessional/HlthProfEd/Prehosp educator/learning facilitator, presentation coach, keynotes, fac dev, CME/CPD/IPCE, UA GS, comedian(?)"
2215499786,51121,27181,106866,210,OrthopodReg,#handsurgery | #MedEd PhD | @Orthodiversity | @NHSProjectS | Culture | @MedEd_Journal @ClinicalTeacher @BJSurgery @BJSOpen Assoc. Ed | @ClinEdResearch | He/Him
1370629724,1531,144,663,39,LindaSMedEd,
376144006,854,1286,3820,9,DrKomalA,"Director Medical Education, AP Physiology. inclusivity  MedEd. TEL. Endocrine Physiology.comics. writing. optometry education. family.  travel."
3259215516,1341,792,4508,37,thorsley_handle,"Mom, Associate Director @Royal_College Research, Synthesis Enthusiast & meta-researcher; on a mission to improve reporting #ReportingGuidelines #meded"
1706801244,751,204,7250,9,melchorsm,"Médico pediatra, Profesor de la Facultad de Medicina de la UNAM. Coordinador de Universidad Abierta, Innovación Educativa y Educación a Distancia, UNAM, México"
1915277635,974,503,1877,11,AtkinsonAdelle,Partner | UWO & Mac mum| Javelin & Ultimate Frisbee mum | daughter | sister | kids doc | Vice Chair Ed | clinician educator | cottager | 🏌️‍♀️🏃‍♀️⛷️🚴‍♀️🛶
342886228,11513,3500,60461,417,drjfrank,"Consulting Clinician Educator; Professor, Department of Emergency Medicine, UOttawa. All things #MedEd"
1436490699491487747,670,194,472,5,DrMTByass,"wife, Mom, OBGYN, President Black Physicians of Canada, EDI advocate, co-founder Women's Health Education Made Simple ( WHEMS), apologies for  typos"
2639358407,176,590,1320,2,LaurieJHarding,Insight Indigenous anti-racism coach. White  Settler occupying Cowichan Territory. Social Justice Educator learning and working with Indigenous leaders
1236844650566123525,163,163,1091,1,DrMMCanada,"Dr. Maryna Mammoliti, MD, FRCPC. Psychiatrist. Woman. Physician Health. posts not medical advice -please see your DR or ER in crisis"
3017615736,2544,1966,12840,45,DrRFernandez,"🇨🇦 Transformational leader | Family doctor | she/her | Sharing about equity & justice, primary care, and women's health."
1166790867769860098,264,419,842,1,QueensRadOnc,Queen's University Radiation Oncology Training Program
451676168,10586,9677,442352,253,SameiHuda,Views my own -not my employer: #LFC #psychiatry RT not agreement/ endorsement. Uppity. Master of Arts & Science https://t.co/YF8yImHUjt 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇬🇧
82749787,6076,3859,11377,82,PEAKMD,"⭐Expert in Physician Leadership + Health
📍@OttawaHospital
⚕️CEO of PEAK MD; Founder of The Raft
Join An online community of women leaders in medicine⬇️"
1663426786028339201,0,1,4,0,CanMeds12,We are a medicine delivery service that strives to ease the journey for all the fighters battling cancer. Get the best of Cancer Meds delivered to your doorstep
865361737,791,907,2334,6,Dr_F_Altammar,"Wife|Mom|#picu| Peds Dept.Head@ New Jahra Hosp, Kuwait | طبيبة اطفال وعناية مركزة وطب الطواريء البورد الكندي،رئيسة قسم الاطفال م الجهراء (RT/Like ≠endorsement)"
2811443292,881,349,3658,25,HemeHillis,Hematologist and Chief of Oncology @HamHealthSci | Associate Professor @MacHealthSci | Quality Improvement and Patient Safety enthusiast.
1182650515102076929,5016,156,2482,22,DrMeshalSultan,"طبيب إماراتي، أستاذ مساعد، استشاري الطب النفسي للأطفال Child and Adolescent Psychiatrist #AlJalilaChildrens, Assistant Professor #MBRU, UAEU and uOttawa alumnus"
3270248558,1009,1304,1678,8,DrBrandonTang,GIM Fellow @UofT_DoM | Med Ed @HarvardMedEd | Journalist @HealthyDebate | @TEDx Speaker | Alum @ubcmedicine @McMasterU | #MedEd #QI
307492340,2167,1231,11117,90,RB_Cavalcanti,Director of @HPK_Centre General Internal Medicine Physician @uoftmedicine and @UHN interested in #meded #EBM and patient care
837537360929669122,287,322,671,3,HPK_centre,An incubator for frontline studies in education and practice @uhn - medical humanities @ceepAOM - #Simulation and #QI
199415500,204,271,318,0,emmad53,MD Candidate @MUNmed | She/Her | Passionate about accessibility & anti-ableism | Big fan of summer camp
1615059144557400070,3,4,3,0,MamtaGa87956464,
1136308064997531655,677,1544,1015,2,ItIsQuinten,PGY2 @UBC_Psychiatry Research Track | @CAPD_CA VP ♿️ 🇨🇦 | #DocsWithDisabilities | He/Him 🤓
179953905,6904,327,5889,73,AFMC_e,The Association of Faculties of Medicine of Canada represents Canada's 17 faculties of medicine. We are the national voice for academic medicine.
2444446315,1085,506,4520,30,OAGS1,"Ontario Association of General Surgeons: a non-profit org providing a voice for General Surgeons throughout Ontario. Advocacy, education, quality. RT❤️≠endorse"
466070370,349,378,1290,3,JocelynLockyer,"Professor Emerita Community Health Sciences, Cumming School of Medicine, Calgary"
2293504117,2249,625,6261,38,ayeletkuper,"Mother, Wife, Settler, Academic Internal Medicine MD, #MedEd Critical Social Scientist, Knitter, Jew. Opinions mine, retweets not endorsements. She/Her"
723568217868771330,588,912,334,5,EaKinsella,"Professor & Director, Institute of Health Sciences Education, Faculty of Medicine & Health Sciences, McGill."
193948234,1171,2255,4413,22,Kori_LaDonna,"Mom (👯‍♀&🐶), Associate Professor @DIME_uOttawa, Lead-Qualitative Ed Research @uOttawaMed, #MedEd researcher, #BillsMafia, & Oxford comma aficionado. she/her"
903109560247967746,365,191,243,7,monteiro_meded,Proud Mother. Scientist @MERIT_McMaster.
26052898,272,651,1751,2,Meggy_Bee,"(She/her) President of CAMRT, Scientist 👩‍🔬👩‍⚕️👩‍💻, Researcher, Inattentive. All views are my own. #proudMRT #ADHD #fatactivist"
125322205,15117,16624,443566,1117,NatriceR,"retired #PSW #caregiver, ❤ #alzchat #seniorsHealthcare #ltc #onhealth @NatriceR@masto.ai"
607763133,1675,733,141602,64,HilaryWollis,"🇨🇦Limestone City #Kingston #ygk #Ontario. Over-doer, #volunteer. All tweets are my own. #publiceducation #hockey #CovidisAirborne Spoutible:🐳 @HilaryWollis"
3030631086,4838,1572,10682,115,doreen_rabi,"Diabetes physician/researcher & Mum. Values lived experience & diverse perspectives. Believes in compassion, inclusion & that language matters. She/her/hers."
4337673258,392,414,813,6,RSternszus,"Montreal Children's Hospital; Assistant Professor of Pediatrics and Health Sciences Education, McGill University"
1163873083201114117,264,75,421,6,Drctouchie,"Professor, University of Ottawa. Passionate physician and medical educator. Views expressed on Twitter are my own."
289475666,6949,855,5027,61,MedCouncilCan,Medical Council of Canada - Not for profit organization. Excellence in assessment of physicians. FR @ConseilMedCan
1070086574648508417,1384,821,1523,15,IHSE_McGill,"The Institute of Health Sciences Education: advancing health sciences education through research and scholarship, education and community engagement #MedEd #HSE"
807865098,12057,4934,175412,239,DennisKendel,Former CEO x 3. Health policy/services consultant. Physician: Physician leadership advocate & mentor.
1005899772916477952,457,1591,16065,9,BrianChutskoff,"Flt Surg/ENT Surg/DiagRad trained, ret’d @RoyalCanNavy Trustee, Dad, Granddad, Human Advocacy - #HeForShe, Med, Law, Ethics, RadAI & Humour - “fairness for all”"
198027806,2145,650,16488,108,javedalloo,"listener, learner, and enabler of adaptation and growth: for life, clinical systems and health-in-all policy."
1251270188,715,613,7401,15,dymonite69,🇦🇺BAFERD. CE/HPE scholar - “Relevance”. Defend validity. #POCUS buff. Global Health. Choose Wisely. Capacity building. Erratic gardener. Apiarist.
248022226,7593,2687,13149,37,placentadoc,Associate Professor of OBGYN. MFM Clinician-Researcher: placenta & maternal cardiometabolic health. Goth Science Mum. Opinions are my own.
1172567338497056769,754,675,3701,11,DrKatieSchultz,"Pediatric Rheumatologist, passion for MedEd (#MedEd), baking, yoga, and painting. Thoughts are my own. RT ≠ endorsement."
1013317628,1279,428,14920,51,fmsiad,"Digital Storyteller. Health Researcher. Global Citizen. Internal Medicine Resident @UofT_DOM. BSc, MSc, MD @UCalgaryMed. Cofounder @calgarybmsa #staywoke"
594180245,7508,1567,47969,105,NatsforDocs,Narcissism Hacker | Workplace Relations Analyst & Strategist | Medical Culture Researcher | Consultant | Woman on Woman Aggression Prevention
4411372099,3100,1479,11256,24,drpaulwinston,"Island Health Physiatrist. Past- President CAPMR, Co-Founder CANOSC Clinical Associate Professor UBC #Physiatry Dance in my bones he/him #cryoneurolysis #crps"
1402995305340014593,375,637,2007,3,aleksmineyko,Director Learner Resources PGME; #UCalgary; #Meded; #PediatricStroke Neurologist; confident & imperfect (she/her/ona/elle); tweets/opinions are mine.
923187086680768512,125,324,387,0,Shima_Afhami,"MD student at the University of Calgary | Class of 2023 👩🏻‍⚕️

---

(She/her)"
1323824712791789597,775,639,4682,3,drsdandrsn,geriatric psychiatrist. physician health advocate. recovery ally. grateful. métis|settler. she|her. opinions mine.
1544541073,59,29,1035,0,DavidPa23663433,
824762326347706368,2079,4998,50814,7,LGSentinel,"Sci Journo, Broadcaster, Speaker, Plain Language, TV producer, Formr Eldercarer. On unceded Musqueam land. Married to immunologist Mike. Opinions mine. She/her."
71686903,868,1116,6128,1,dl_hickey,"Anishinaabe, Dokis First Nation | Realest Queen | dl_hickey@danahickey.com"
64160538,918,999,8822,9,bdalaval,"Eliminate white supremacy in Canada and make Indigenous people fully human. Metis/Saulteaux, Makwa clan"
149562894,667,873,1002,8,TharsiniSivanan,தர்ஷினி: Thamizh settler. Intersectional feminist. MD trainee @UCalgaryMed '23; via @cityoftoronto @UAlbertaSPH @UTSC #equity #socialjustice #ScarboroughAlways
805461954,2811,874,1977,6,WaasnoodeOdjig,🦅 ⚡️Anishinaabe kwe building bridges between Nations: Health and Healing. Mino Bimaadiziiwin.
4139289790,375,370,205,6,carlohojilla,"Lymphoma Pathology and Hematopathology | Assistant Professor | University of Toronto
#meded #informatics #digitalpathology #HemePath #lymphnode"
60058363,4564,4352,174960,10,LLynneIrwin,"Sage.
At my age, I refuse to tolerate bigots; misogynists; bullies; hypocrites; rude & ignorant ppl. Such ppl will be muted/blocked. I'm too old for this crap."
761853337,1599,2668,73128,167,MChand13,"passionate about Indigenous rights, health equity, SDOH, publicly funded healthcare, being an ally, making the world a better place & hand-made textiles"
1230463969,60354,5003,34825,280,birgitomo,"https://t.co/fvGygQcGk1
Award-winning Registered Nurse. Keynote Speaker. Nurse consultant. Educator. Everything Equity. Everything Coconut. https://t.co/C1hgfeYdph"
166985027,90403,995,31482,687,NaheedD,Palliative care physician. Health justice activist. Believer and dreamer. Assistant Professor @UofTMedicine. | Instagram: NaheedD
2291523144,1690,1445,1699,15,CQuIPS,"@UofTmedicine's Centre for Quality Improvement and Patient Safety

Join CQUIPS+: https://t.co/QzW6JsKoPo

Subscribe to our newsletter: https://t.co/xQVxAmvRe2"
69047578,2907,1919,3433,75,IPFCC,"Advancing the understanding and practice of patient- and family-centered care in all health care settings.

Click here newsletter sign up https://t.co/pBKT2lE5uV"
1908883964,500,1923,95444,4,HeatherMcEwen3,"Curriculum Mapper for the College of Medicine at the Northeast Ohio Medical University (NEOMED) and teach EBM. I also like zoology, history, and hockey."
1522434751,1271,1697,11746,33,KellySmithPhD,"Mom, #patientsafety and #patientengagement scientist, healthcare #Advocate. Opinions are my own."
252794509,137655,2018,171620,3041,picardonhealth,"André Picard is the health columnist at The Globe and Mail and author of ""NEGLECTED NO MORE"". I tweet about public health, health policy, and journalism."
830218994,1121,1120,26662,3,kobesbaiden,"A brighter future, together. @macsci #McMasterU 🇬🇭 #FutureBLACKhealthcareProfessional tweets are my own & not affiliated with anyone or anything"
177447390,356,369,295,3,Cindykalenga,MD/PhD candidate @UCalgaryMed | @ACGCNow Top 30 Under 30 | Leaders in Medicine Program | Advocate for Women’s Cardiovascular Health.
40530404,5997,6614,41253,411,HealthWorksBC,Healthcare leader/consultant with 40 years experience. NL raised & BC dwelling. Strategic improvements x sectors. #cdnhealth #bchealth #cdnpoli #healthcare
1220019640702623745,292,232,178,1,WhitneyEreyi,Just a med student passionate about health equity | @UCalgaryMed ‘23 l 🇳🇬🇨🇦
355541903,14856,1619,11558,189,FMLM_UK,The Faculty of Medical Leadership and Management is the professional home for medical leadership. Media enquiries: marketingandcomms@fmlm.ac.uk
989625383443222528,1500,1507,2370,2,FMLM_TSG,Trainee Steering Group | Faculty of Medical Leadership and Management (@FMLM_UK) | Championing medical leadership and management for UK doctors in training
1536547911999401984,158,205,231,1,ucalgaryid,"Infections, Medical Education, Tropical Diseases"
334694005,270,473,10157,2,SayeedaYasmin,"Internist & Geriatrician, Chicago. Chennai-Madina-Tampa-Chicago-Riyadh-Chicago-Peoria"
551585520,1535,1250,34562,118,DrDeaRoberts,"MD (retired), BHEc (Nutrition) 
We shall fight them 🦠 in the air filters! 
Tweets not = advice
Covid Zero for the Davos Class, endemic for the rest of us."
1519749538348777472,160,174,26,2,Mike_Suarez9,John’s Hopkins PM&R Resident. PCOM and Marywood Alum
1184782176291827713,773,405,2988,7,MPRangevin,Physical medicine and rehabilitation team in Angers-Laval⚪️⚫️🟠. L'équipe de Médecine Physique et Réadaptation d'Angers & Laval.  #handicap #rehabilitation #pmr
16751736,11906,6156,6039,30,Samir_Grover,Gastroenterologist | @CanEndoData | Res Pgm Dir @UofTGastroHep | Assoc Prof @UofT_DOM | #JCAG @JCanAssnGastro | (he/him)
1280994706860781570,1854,685,1296,2,JPAchkarMD,"IBD specialist, Educator & GI Fellowship Program Director @ClevelandClinic| Board of Trustees @AmCollegeGastro| Cleveland sports fan| T/RT = my own"
869263207713579008,4576,1973,37200,22,ShimaghavimiMD,#PrecisionMedicine #IBD #NeuroGI #WomenInGI Online Task Force #CRCPrevention #QoL #JEDI #CaNMEDS 🧬👨‍👩‍👦 🇺🇸🇨🇦 Views are mine
970169474,1355,198,15698,44,alexnatarosMD,Grow | Risk | Heal
