user_id,username,description,class,Medical_professional,Advocate_Activist,Educator,Researcher,Job_Posting,organizations,Government,Miscellaneous
2937345641,HMoloo,"Director (interim) Planetary Health UOttawa FoM, Colorectal surgeon, QI enthusiast, Father, would-be philosopher","Medical professional, Researcher",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2859231369,Danielduboismd,"Clinician Educator, Anesthesiolgist, Associate PD, CBD lead @ottawanesthesia, likes = Sailing, Programmatic Assessment, Coaching, CPD.",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47964602,TChanMD,"Emerg Physician(@HamHealthSci), Associate Dean, @machealthsci #CPD (@MacPFD/@McMasterCHSE), Assoc Prof @MacEmerg @MacDeptMed. tchanmd@med-mastodon.com",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373460084,christmasali,"Mum of Murdered Daughter, Gun/VAW Violence Prevention Activist #Woke #TeamTrudeau #StopFemicideNow #SlavaUkraini 🇺🇦",Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1430273372236271617,EqHSLab,"Founded by @ManiateJ, this is a community of individuals collaborating to address inequities in the health system - to improve care and experience for all.",Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
715160816115392512,Damonjdd1,"Happy dad, lucky hubbie, bereaved parent, ER doc, medical educator, author, exercise nut & outdoor enthusiast. (he/him/his)","Medical professional, Educator",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2213064743,Jodie_Pritch,"Emergency Medicine Physician. Global EM systems development, education & research; Ornge Transport Medicine physician; MedED. Opinions my own.",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784479275231514624,CmejEditor,"The Canadian Medical Education Journal (CMEJ) is an online open-access peer-reviewed journal exploring current, novel or future developments and perspectives.",Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
399911535,scruff888,"BMedSc BMBS FANZCA AFRACMA FAICD ● Specialist Anaesthetist ● Work with children ● ANZCA Councillor ● Views expressed my own, not of others ● RT ≠ endorsement",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37827479,jthlam,"#meded phd student @theWilsonCentre & @ihpmeuoft,  @sickkidsnews fellow, former @uoftpaedsres chief resident, @uoftmedicine 1T7, @stanford art history, he/him",Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
453561884,K_Shufelt,"🇨🇦 Interventional Cardiologist, 2nd VP/Ontario Councillor for @CMPAmembers - corporate governance, ESG, safe care, MD wellness, imaging and PCI #WIC #endMS",Medical Professional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2894060572,jctangmd,"Emergency Physician, Coroner, with an interest in medical ethics & education.  Views my own.",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1833934346,AnasManouziMD,Pediatric Emergency Doc | Settler on Unceded Coast Salish Territory | #HealthEquity #AntiRacism | Harm isn’t randomly distributed | He/Him | My words = My views,"Medical professional, Advocate/Activist",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
409669895,CSPLeaders,The Canadian Society of Physician Leaders provides a support network for physician leaders in Canada and publishes the Canadian Journal of Physician Leadership,Organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2273441919,chsto8,Professor @usherbrooke. Trained in #psychometry. Passionate about #validity #evidence. Exploring #qualitative #methodologies in #MedEd. A/Editor @CmejEditor,Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1166004478627262469,DrSatid,"Part of Oneness|🏳️‍🌈|#PedsICU|Dir Ctr for Research, Innovation and Scholarship| #MedEd, #HPE, @bcmhouston @SDRME_MedEd @pmeded Views are my own.","Medical professional, Researcher",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
443207021,poutinemedicine,EM doc in Canada passionate about wilderness medicine and medical education. Opinions expressed here are my own and don’t reflect my employer/workplace.,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136751416612196353,BizathTaqui,"medical educator passionate about Clinical Decision Making and EBM; wife, mother, daughter, sister, friend, advocate",Medical professional and Advocate/Activist,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1967876216,Adam_Szulewski,"Emergency, Trauma and RACE Team MD | PhD, Educational Scholar | Resuscitation Fellowship PD and Associate Professor @queensu","Medical professional, Researcher",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2844287097,RobAnders1,"@thenosm AD PGME and HSP, Royal College Clinician Educator, Husband, Dad, Home Zoo Keeper.  Anesthesia and Critical Care",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2928107231,vethanb6205,Big fan of the shows: Chaotic; The Last Man On Earth; Forever; B99; & Lucifer! Working on to renew: Chaotic; The Last Man On Earth; & Forever. #SaveChaotic,Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
234187077,schheng1,"En: Research / Knowledge Creation / Innovation / Medicine / Health Science  / Improve health
Fr: Médecine / Science de la santé et de la vie",Researcher (for both English and French descriptions),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1268600423092387840,CSM_OPED,"Building the bridges to a respectful, fair and inclusive Community at the Cumming School of Medicine, UCalgary",Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1253684618705768449,KanninOsei,"MD, MSc. Senior Associate Dean - Health Equity and Systems Transformation, Cumming School of Medicine, University of Calgary",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898740518,SalSpadafora1,"Professor Faculty of Medicine, University of Toronto,Anesthesiologist,Husband&Father Tweets = my opinion only, Retweets not endorsement.",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165050299712589825,RicharLisa,Gen Int Med | Associate Dean Inclusion & Diversity @uoftmedicine | Strat Lead Indigenous Health @WCHospital⎜Med Ed | Mixed Anishinaabe | Tweets mine | She/Her,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200108421393125376,cpsns_ca,The College of Physicians & Surgeons of Nova Scotia serves the public by effectively regulating the medical profession.,Government,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
792055793143123968,kt_program,"We support researchers, practitioners, policy makers, government funding agencies, and private industry in their quest to create improved health outcomes.",Organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549308242,AMSHealthcare,AMS advances innovative healthcare with compassion at its core.,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242443144,KTCanada,"Canadian research network that supports the development, implementation, and sustainability of a transformative research program in Knowledge Translation.",Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2240757638,JRJCHAIR,"Dr. OmiSoore Dryden, James R. Johnston Chair in Black Canadian Studies, Faculty of Medicine; Co-Lead Black Health Education Collaborative; #BlackQueerFemme✊🏿🌈",Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
629695046,abdurhman_ahmad,MD/IMG/Clinical Research Coordinator at McGill University,Medical Professional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100080220235812865,cupido_ne,"PhD Student in Health Professions Education Research @theWilsonCentre | @McMasterHSED @MacArtsci Alum | Teaching, Education, Pedagogy | #MedEd",Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
386007819,MLGG2,"Health professional, entrepreneur and philanthropist",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021777574480027648,ameefacdev,"Generated from the AMEE Faculty Development Committee. Aiming to learn about, from & with colleagues interested in Fac. Dev. in healthcare & allied professions",Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3144248595,CGomezGaribello,Assistant Professor @IHSE_McGill | @McGillMed | Assessment is life! (but football is a close second…),Educators,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
871135880055930881,AKHallMD,"Emergency Physician and Clinician Educator at University of Ottawa, interested in Simulation, Assessment, and Competency-based Medical Education",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777609049588240384,NatalieTBuu,"Director,  McGill Anesthesia residency program
Anesthésiste pédiatrique
Loves music, sports, cooking, art and restaurants for 'foodies' like me!",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137199168080961536,BoukaMD,Family doc working in the Arctic | Mom x 3 | Intersectional environmentalist | @cape_acme board | Liberation & Abolition (she/they),"Medical professional, Advocate/Activist",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2840831277,Klodiana23,"Mom. Wife. Anatomist. Special Advisor to the Principal, Strategic Development @QueensU",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92598271,ddsv3,"President Vice Chancellor Dean and CEO at NOSM University; lawyer; family doc; tweets are my own; RT, likes etc are not endorsements",Medical Professional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18355938,meducate,"EVP AXDEV Global Interprofessional/HlthProfEd/Prehosp educator/learning facilitator, presentation coach, keynotes, fac dev, CME/CPD/IPCE, UA GS, comedian(?)",Educator,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2215499786,OrthopodReg,#handsurgery | #MedEd PhD | @Orthodiversity | @NHSProjectS | Culture | @MedEd_Journal @ClinicalTeacher @BJSurgery @BJSOpen Assoc. Ed | @ClinEdResearch | He/Him,"Medical professional, Researcher, Advocate/Activist",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
376144006,DrKomalA,"Director Medical Education, AP Physiology. inclusivity  MedEd. TEL. Endocrine Physiology.comics. writing. optometry education. family.  travel.","Medical professional, Educator, Researcher",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3259215516,thorsley_handle,"Mom, Associate Director @Royal_College Research, Synthesis Enthusiast & meta-researcher; on a mission to improve reporting #ReportingGuidelines #meded",Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1706801244,melchorsm,"Médico pediatra, Profesor de la Facultad de Medicina de la UNAM. Coordinador de Universidad Abierta, Innovación Educativa y Educación a Distancia, UNAM, México","Medical professional, Educator",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1915277635,AtkinsonAdelle,Partner | UWO & Mac mum| Javelin & Ultimate Frisbee mum | daughter | sister | kids doc | Vice Chair Ed | clinician educator | cottager | 🏌️‍♀️🏃‍♀️⛷️🚴‍♀️🛶,"Medical professional, Educator",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
342886228,drjfrank,"Consulting Clinician Educator; Professor, Department of Emergency Medicine, UOttawa. All things #MedEd","Medical professional, Educator, Researcher",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1436490699491487747,DrMTByass,"wife, Mom, OBGYN, President Black Physicians of Canada, EDI advocate, co-founder Women's Health Education Made Simple ( WHEMS), apologies for  typos","Medical professional, Advocate/Activist",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2639358407,LaurieJHarding,Insight Indigenous anti-racism coach. White  Settler occupying Cowichan Territory. Social Justice Educator learning and working with Indigenous leaders,Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1236844650566123525,DrMMCanada,"Dr. Maryna Mammoliti, MD, FRCPC. Psychiatrist. Woman. Physician Health. posts not medical advice -please see your DR or ER in crisis",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3017615736,DrRFernandez,"🇨🇦 Transformational leader | Family doctor | she/her | Sharing about equity & justice, primary care, and women's health.",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166790867769860098,QueensRadOnc,Queen's University Radiation Oncology Training Program,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451676168,SameiHuda,Views my own -not my employer: #LFC #psychiatry RT not agreement/ endorsement. Uppity. Master of Arts & Science https://t.co/YF8yImHUjt 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇬🇧,Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82749787,PEAKMD,"⭐Expert in Physician Leadership + Health
📍@OttawaHospital
⚕️CEO of PEAK MD; Founder of The Raft
Join An online community of women leaders in medicine⬇️",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1663426786028339201,CanMeds12,We are a medicine delivery service that strives to ease the journey for all the fighters battling cancer. Get the best of Cancer Meds delivered to your doorstep,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865361737,Dr_F_Altammar,"Wife|Mom|#picu| Peds Dept.Head@ New Jahra Hosp, Kuwait | طبيبة اطفال وعناية مركزة وطب الطواريء البورد الكندي،رئيسة قسم الاطفال م الجهراء (RT/Like ≠endorsement)",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2811443292,HemeHillis,Hematologist and Chief of Oncology @HamHealthSci | Associate Professor @MacHealthSci | Quality Improvement and Patient Safety enthusiast.,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182650515102076929,DrMeshalSultan,"طبيب إماراتي، أستاذ مساعد، استشاري الطب النفسي للأطفال Child and Adolescent Psychiatrist #AlJalilaChildrens, Assistant Professor #MBRU, UAEU and uOttawa alumnus",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3270248558,DrBrandonTang,GIM Fellow @UofT_DoM | Med Ed @HarvardMedEd | Journalist @HealthyDebate | @TEDx Speaker | Alum @ubcmedicine @McMasterU | #MedEd #QI,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307492340,RB_Cavalcanti,Director of @HPK_Centre General Internal Medicine Physician @uoftmedicine and @UHN interested in #meded #EBM and patient care,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837537360929669122,HPK_centre,An incubator for frontline studies in education and practice @uhn - medical humanities @ceepAOM - #Simulation and #QI,Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
199415500,emmad53,MD Candidate @MUNmed | She/Her | Passionate about accessibility & anti-ableism | Big fan of summer camp,"Medical professional, Advocate/Activist",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1136308064997531655,ItIsQuinten,PGY2 @UBC_Psychiatry Research Track | @CAPD_CA VP ♿️ 🇨🇦 | #DocsWithDisabilities | He/Him 🤓,Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179953905,AFMC_e,The Association of Faculties of Medicine of Canada represents Canada's 17 faculties of medicine. We are the national voice for academic medicine.,Organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2444446315,OAGS1,"Ontario Association of General Surgeons: a non-profit org providing a voice for General Surgeons throughout Ontario. Advocacy, education, quality. RT❤️≠endorse",Organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466070370,JocelynLockyer,"Professor Emerita Community Health Sciences, Cumming School of Medicine, Calgary",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2293504117,ayeletkuper,"Mother, Wife, Settler, Academic Internal Medicine MD, #MedEd Critical Social Scientist, Knitter, Jew. Opinions mine, retweets not endorsements. She/Her","Medical professional, Researcher",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
723568217868771330,EaKinsella,"Professor & Director, Institute of Health Sciences Education, Faculty of Medicine & Health Sciences, McGill.",Educator,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
193948234,Kori_LaDonna,"Mom (👯‍♀&🐶), Associate Professor @DIME_uOttawa, Lead-Qualitative Ed Research @uOttawaMed, #MedEd researcher, #BillsMafia, & Oxford comma aficionado. she/her",Researcher,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
903109560247967746,monteiro_meded,Proud Mother. Scientist @MERIT_McMaster.,"Medical professional, Researcher",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26052898,Meggy_Bee,"(She/her) President of CAMRT, Scientist 👩‍🔬👩‍⚕️👩‍💻, Researcher, Inattentive. All views are my own. #proudMRT #ADHD #fatactivist","Advocate/Activist, Researcher",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
125322205,NatriceR,"retired #PSW #caregiver, ❤ #alzchat #seniorsHealthcare #ltc #onhealth @NatriceR@masto.ai",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607763133,HilaryWollis,"🇨🇦Limestone City #Kingston #ygk #Ontario. Over-doer, #volunteer. All tweets are my own. #publiceducation #hockey #CovidisAirborne Spoutible:🐳 @HilaryWollis",Advocate/Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3030631086,doreen_rabi,"Diabetes physician/researcher & Mum. Values lived experience & diverse perspectives. Believes in compassion, inclusion & that language matters. She/her/hers.",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4337673258,RSternszus,"Montreal Children's Hospital; Assistant Professor of Pediatrics and Health Sciences Education, McGill University",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163873083201114117,Drctouchie,"Professor, University of Ottawa. Passionate physician and medical educator. Views expressed on Twitter are my own.",Medical professional,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289475666,MedCouncilCan,Medical Council of Canada - Not for profit organization. Excellence in assessment of physicians. FR @ConseilMedCan,Organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070086574648508417,IHSE_McGill,"The Institute of Health Sciences Education: advancing health sciences education through research and scholarship, education and community engagement #MedEd #HSE",Organizations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807865098,DennisKendel,Former CEO x 3. Health policy/services consultant. Physician: Physician leadership advocate & mentor.,"Medical professional, Advocate/Activist",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1005899772916477952,BrianChutskoff,"Flt Surg/ENT Surg/DiagRad trained, ret’d @RoyalCanNavy Trustee, Dad, Granddad, Human Advocacy - #HeForShe, Med, Law, Ethics, RadAI & Humour - “fairness for all”","Medical professional, Advocate/Activist",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
